indexes;descriptions
V98;CAUSAS EXTERNAS DE MORBILIDAD 
V99;CAUSAS EXTERNAS DE MORBILIDAD 
W00;CAUSAS EXTERNAS DE MORBILIDAD 
W01;CAUSAS EXTERNAS DE MORBILIDAD 
W02;CAUSAS EXTERNAS DE MORBILIDAD 
W03;CAUSAS EXTERNAS DE MORBILIDAD 
W04;CAUSAS EXTERNAS DE MORBILIDAD 
W05;CAUSAS EXTERNAS DE MORBILIDAD 
W06;CAUSAS EXTERNAS DE MORBILIDAD 
W07;CAUSAS EXTERNAS DE MORBILIDAD 
W08;CAUSAS EXTERNAS DE MORBILIDAD 
W09;CAUSAS EXTERNAS DE MORBILIDAD 
W10;CAUSAS EXTERNAS DE MORBILIDAD 
W11;CAUSAS EXTERNAS DE MORBILIDAD 
W12;CAUSAS EXTERNAS DE MORBILIDAD 
W13;CAUSAS EXTERNAS DE MORBILIDAD 
W14;CAUSAS EXTERNAS DE MORBILIDAD 
W15;CAUSAS EXTERNAS DE MORBILIDAD 
W16;CAUSAS EXTERNAS DE MORBILIDAD 
W17;CAUSAS EXTERNAS DE MORBILIDAD 
W18;CAUSAS EXTERNAS DE MORBILIDAD 
W19;CAUSAS EXTERNAS DE MORBILIDAD 
W20;CAUSAS EXTERNAS DE MORBILIDAD 
W21;CAUSAS EXTERNAS DE MORBILIDAD 
W22;CAUSAS EXTERNAS DE MORBILIDAD 
W23;CAUSAS EXTERNAS DE MORBILIDAD 
W24;CAUSAS EXTERNAS DE MORBILIDAD 
W25;CAUSAS EXTERNAS DE MORBILIDAD 
W26;CAUSAS EXTERNAS DE MORBILIDAD 
W27;CAUSAS EXTERNAS DE MORBILIDAD 
W28;CAUSAS EXTERNAS DE MORBILIDAD 
W29;CAUSAS EXTERNAS DE MORBILIDAD 
W30;CAUSAS EXTERNAS DE MORBILIDAD 
W31;CAUSAS EXTERNAS DE MORBILIDAD 
W32;CAUSAS EXTERNAS DE MORBILIDAD 
W33;CAUSAS EXTERNAS DE MORBILIDAD 
W34;CAUSAS EXTERNAS DE MORBILIDAD 
W35;CAUSAS EXTERNAS DE MORBILIDAD 
W36;CAUSAS EXTERNAS DE MORBILIDAD 
W37;CAUSAS EXTERNAS DE MORBILIDAD 
W38;CAUSAS EXTERNAS DE MORBILIDAD 
W39;CAUSAS EXTERNAS DE MORBILIDAD 
W40;CAUSAS EXTERNAS DE MORBILIDAD 
W41;CAUSAS EXTERNAS DE MORBILIDAD 
W42;CAUSAS EXTERNAS DE MORBILIDAD 
W43;CAUSAS EXTERNAS DE MORBILIDAD 
W44;CAUSAS EXTERNAS DE MORBILIDAD 
W45;CAUSAS EXTERNAS DE MORBILIDAD 
W46;CAUSAS EXTERNAS DE MORBILIDAD 
W47;CAUSAS EXTERNAS DE MORBILIDAD 
W48;CAUSAS EXTERNAS DE MORBILIDAD 
W49;CAUSAS EXTERNAS DE MORBILIDAD 
W50;CAUSAS EXTERNAS DE MORBILIDAD 
W51;CAUSAS EXTERNAS DE MORBILIDAD 
W52;CAUSAS EXTERNAS DE MORBILIDAD 
W53;CAUSAS EXTERNAS DE MORBILIDAD 
W54;CAUSAS EXTERNAS DE MORBILIDAD 
W55;CAUSAS EXTERNAS DE MORBILIDAD 
W56;CAUSAS EXTERNAS DE MORBILIDAD 
W57;CAUSAS EXTERNAS DE MORBILIDAD 
W58;CAUSAS EXTERNAS DE MORBILIDAD 
W59;CAUSAS EXTERNAS DE MORBILIDAD 
W60;CAUSAS EXTERNAS DE MORBILIDAD 
W61;CAUSAS EXTERNAS DE MORBILIDAD 
W62;CAUSAS EXTERNAS DE MORBILIDAD 
W63;CAUSAS EXTERNAS DE MORBILIDAD 
W64;CAUSAS EXTERNAS DE MORBILIDAD 
W65;CAUSAS EXTERNAS DE MORBILIDAD 
W66;CAUSAS EXTERNAS DE MORBILIDAD 
W67;CAUSAS EXTERNAS DE MORBILIDAD 
W68;CAUSAS EXTERNAS DE MORBILIDAD 
W69;CAUSAS EXTERNAS DE MORBILIDAD 
W70;CAUSAS EXTERNAS DE MORBILIDAD 
W71;CAUSAS EXTERNAS DE MORBILIDAD 
W72;CAUSAS EXTERNAS DE MORBILIDAD 
W73;CAUSAS EXTERNAS DE MORBILIDAD 
W74;CAUSAS EXTERNAS DE MORBILIDAD 
W75;CAUSAS EXTERNAS DE MORBILIDAD 
W76;CAUSAS EXTERNAS DE MORBILIDAD 
W77;CAUSAS EXTERNAS DE MORBILIDAD 
W78;CAUSAS EXTERNAS DE MORBILIDAD 
W79;CAUSAS EXTERNAS DE MORBILIDAD 
W80;CAUSAS EXTERNAS DE MORBILIDAD 
W81;CAUSAS EXTERNAS DE MORBILIDAD 
W82;CAUSAS EXTERNAS DE MORBILIDAD 
W83;CAUSAS EXTERNAS DE MORBILIDAD 
W84;CAUSAS EXTERNAS DE MORBILIDAD 
W85;CAUSAS EXTERNAS DE MORBILIDAD 
W86;CAUSAS EXTERNAS DE MORBILIDAD 
W87;CAUSAS EXTERNAS DE MORBILIDAD 
W88;CAUSAS EXTERNAS DE MORBILIDAD 
W89;CAUSAS EXTERNAS DE MORBILIDAD 
W90;CAUSAS EXTERNAS DE MORBILIDAD 
W91;CAUSAS EXTERNAS DE MORBILIDAD 
W92;CAUSAS EXTERNAS DE MORBILIDAD 
W93;CAUSAS EXTERNAS DE MORBILIDAD 
W94;CAUSAS EXTERNAS DE MORBILIDAD 
W95;CAUSAS EXTERNAS DE MORBILIDAD 
W96;CAUSAS EXTERNAS DE MORBILIDAD 
W97;CAUSAS EXTERNAS DE MORBILIDAD 
W98;CAUSAS EXTERNAS DE MORBILIDAD 
W99;CAUSAS EXTERNAS DE MORBILIDAD 
X00;CAUSAS EXTERNAS DE MORBILIDAD 
X01;CAUSAS EXTERNAS DE MORBILIDAD 
X02;CAUSAS EXTERNAS DE MORBILIDAD 
X03;CAUSAS EXTERNAS DE MORBILIDAD 
X04;CAUSAS EXTERNAS DE MORBILIDAD 
X05;CAUSAS EXTERNAS DE MORBILIDAD 
X06;CAUSAS EXTERNAS DE MORBILIDAD 
X07;CAUSAS EXTERNAS DE MORBILIDAD 
X08;CAUSAS EXTERNAS DE MORBILIDAD 
X09;CAUSAS EXTERNAS DE MORBILIDAD 
X10;CAUSAS EXTERNAS DE MORBILIDAD 
X11;CAUSAS EXTERNAS DE MORBILIDAD 
X12;CAUSAS EXTERNAS DE MORBILIDAD 
X13;CAUSAS EXTERNAS DE MORBILIDAD 
X14;CAUSAS EXTERNAS DE MORBILIDAD 
X15;CAUSAS EXTERNAS DE MORBILIDAD 
X16;CAUSAS EXTERNAS DE MORBILIDAD 
X17;CAUSAS EXTERNAS DE MORBILIDAD 
X18;CAUSAS EXTERNAS DE MORBILIDAD 
X19;CAUSAS EXTERNAS DE MORBILIDAD 
X20;CAUSAS EXTERNAS DE MORBILIDAD 
X21;CAUSAS EXTERNAS DE MORBILIDAD 
X22;CAUSAS EXTERNAS DE MORBILIDAD 
X23;CAUSAS EXTERNAS DE MORBILIDAD 
X24;CAUSAS EXTERNAS DE MORBILIDAD 
X25;CAUSAS EXTERNAS DE MORBILIDAD 
X26;CAUSAS EXTERNAS DE MORBILIDAD 
X27;CAUSAS EXTERNAS DE MORBILIDAD 
X28;CAUSAS EXTERNAS DE MORBILIDAD 
X29;CAUSAS EXTERNAS DE MORBILIDAD 
X30;CAUSAS EXTERNAS DE MORBILIDAD 
X31;CAUSAS EXTERNAS DE MORBILIDAD 
X32;CAUSAS EXTERNAS DE MORBILIDAD 
X33;CAUSAS EXTERNAS DE MORBILIDAD 
X34;CAUSAS EXTERNAS DE MORBILIDAD 
X35;CAUSAS EXTERNAS DE MORBILIDAD 
X36;CAUSAS EXTERNAS DE MORBILIDAD 
X37;CAUSAS EXTERNAS DE MORBILIDAD 
X38;CAUSAS EXTERNAS DE MORBILIDAD 
X39;CAUSAS EXTERNAS DE MORBILIDAD 
X40;CAUSAS EXTERNAS DE MORBILIDAD 
X41;CAUSAS EXTERNAS DE MORBILIDAD 
X42;CAUSAS EXTERNAS DE MORBILIDAD 
X43;CAUSAS EXTERNAS DE MORBILIDAD 
X44;CAUSAS EXTERNAS DE MORBILIDAD 
X45;CAUSAS EXTERNAS DE MORBILIDAD 
X46;CAUSAS EXTERNAS DE MORBILIDAD 
X47;CAUSAS EXTERNAS DE MORBILIDAD 
X48;CAUSAS EXTERNAS DE MORBILIDAD 
X49;CAUSAS EXTERNAS DE MORBILIDAD 
X50;CAUSAS EXTERNAS DE MORBILIDAD 
X51;CAUSAS EXTERNAS DE MORBILIDAD 
X52;CAUSAS EXTERNAS DE MORBILIDAD 
X53;CAUSAS EXTERNAS DE MORBILIDAD 
X54;CAUSAS EXTERNAS DE MORBILIDAD 
X55;CAUSAS EXTERNAS DE MORBILIDAD 
X56;CAUSAS EXTERNAS DE MORBILIDAD 
X57;CAUSAS EXTERNAS DE MORBILIDAD 
X58;CAUSAS EXTERNAS DE MORBILIDAD 
X59;CAUSAS EXTERNAS DE MORBILIDAD 
X60;CAUSAS EXTERNAS DE MORBILIDAD 
X61;CAUSAS EXTERNAS DE MORBILIDAD 
X62;CAUSAS EXTERNAS DE MORBILIDAD 
X63;CAUSAS EXTERNAS DE MORBILIDAD 
X64;CAUSAS EXTERNAS DE MORBILIDAD 
X65;CAUSAS EXTERNAS DE MORBILIDAD 
X66;CAUSAS EXTERNAS DE MORBILIDAD 
X67;CAUSAS EXTERNAS DE MORBILIDAD 
X68;CAUSAS EXTERNAS DE MORBILIDAD 
X69;CAUSAS EXTERNAS DE MORBILIDAD 
X70;CAUSAS EXTERNAS DE MORBILIDAD 
X71;CAUSAS EXTERNAS DE MORBILIDAD 
X72;CAUSAS EXTERNAS DE MORBILIDAD 
X73;CAUSAS EXTERNAS DE MORBILIDAD 
X74;CAUSAS EXTERNAS DE MORBILIDAD 
X75;CAUSAS EXTERNAS DE MORBILIDAD 
X76;CAUSAS EXTERNAS DE MORBILIDAD 
X77;CAUSAS EXTERNAS DE MORBILIDAD 
X78;CAUSAS EXTERNAS DE MORBILIDAD 
X79;CAUSAS EXTERNAS DE MORBILIDAD 
X80;CAUSAS EXTERNAS DE MORBILIDAD 
X81;CAUSAS EXTERNAS DE MORBILIDAD 
X82;CAUSAS EXTERNAS DE MORBILIDAD 
X83;CAUSAS EXTERNAS DE MORBILIDAD 
X84;CAUSAS EXTERNAS DE MORBILIDAD 
X85;CAUSAS EXTERNAS DE MORBILIDAD 
X86;CAUSAS EXTERNAS DE MORBILIDAD 
X87;CAUSAS EXTERNAS DE MORBILIDAD 
X88;CAUSAS EXTERNAS DE MORBILIDAD 
X89;CAUSAS EXTERNAS DE MORBILIDAD 
X90;CAUSAS EXTERNAS DE MORBILIDAD 
X91;CAUSAS EXTERNAS DE MORBILIDAD 
X92;CAUSAS EXTERNAS DE MORBILIDAD 
X93;CAUSAS EXTERNAS DE MORBILIDAD 
X94;CAUSAS EXTERNAS DE MORBILIDAD 
X95;CAUSAS EXTERNAS DE MORBILIDAD 
X96;CAUSAS EXTERNAS DE MORBILIDAD 
X97;CAUSAS EXTERNAS DE MORBILIDAD 
X98;CAUSAS EXTERNAS DE MORBILIDAD 
X99;CAUSAS EXTERNAS DE MORBILIDAD 
Y00;CAUSAS EXTERNAS DE MORBILIDAD 
Y01;CAUSAS EXTERNAS DE MORBILIDAD 
Y02;CAUSAS EXTERNAS DE MORBILIDAD 
Y03;CAUSAS EXTERNAS DE MORBILIDAD 
Y04;CAUSAS EXTERNAS DE MORBILIDAD 
Y05;CAUSAS EXTERNAS DE MORBILIDAD 
Y06;CAUSAS EXTERNAS DE MORBILIDAD 
Y07;CAUSAS EXTERNAS DE MORBILIDAD 
Y08;CAUSAS EXTERNAS DE MORBILIDAD 
Y09;CAUSAS EXTERNAS DE MORBILIDAD 
Y10;CAUSAS EXTERNAS DE MORBILIDAD 
Y11;CAUSAS EXTERNAS DE MORBILIDAD 
Y12;CAUSAS EXTERNAS DE MORBILIDAD 
Y13;CAUSAS EXTERNAS DE MORBILIDAD 
Y14;CAUSAS EXTERNAS DE MORBILIDAD 
Y15;CAUSAS EXTERNAS DE MORBILIDAD 
Y16;CAUSAS EXTERNAS DE MORBILIDAD 
Y17;CAUSAS EXTERNAS DE MORBILIDAD 
Y18;CAUSAS EXTERNAS DE MORBILIDAD 
Y19;CAUSAS EXTERNAS DE MORBILIDAD 
Y20;CAUSAS EXTERNAS DE MORBILIDAD 
Y21;CAUSAS EXTERNAS DE MORBILIDAD 
Y22;CAUSAS EXTERNAS DE MORBILIDAD 
Y23;CAUSAS EXTERNAS DE MORBILIDAD 
Y24;CAUSAS EXTERNAS DE MORBILIDAD 
Y25;CAUSAS EXTERNAS DE MORBILIDAD 
Y26;CAUSAS EXTERNAS DE MORBILIDAD 
Y27;CAUSAS EXTERNAS DE MORBILIDAD 
Y28;CAUSAS EXTERNAS DE MORBILIDAD 
Y29;CAUSAS EXTERNAS DE MORBILIDAD 
Y30;CAUSAS EXTERNAS DE MORBILIDAD 
Y31;CAUSAS EXTERNAS DE MORBILIDAD 
Y32;CAUSAS EXTERNAS DE MORBILIDAD 
Y33;CAUSAS EXTERNAS DE MORBILIDAD 
Y34;CAUSAS EXTERNAS DE MORBILIDAD 
Y35;CAUSAS EXTERNAS DE MORBILIDAD 
Y36;CAUSAS EXTERNAS DE MORBILIDAD 
Y37;CAUSAS EXTERNAS DE MORBILIDAD 
Y38;CAUSAS EXTERNAS DE MORBILIDAD 
Y39;CAUSAS EXTERNAS DE MORBILIDAD 
Y40;CAUSAS EXTERNAS DE MORBILIDAD 
Y41;CAUSAS EXTERNAS DE MORBILIDAD 
Y42;CAUSAS EXTERNAS DE MORBILIDAD 
Y43;CAUSAS EXTERNAS DE MORBILIDAD 
Y44;CAUSAS EXTERNAS DE MORBILIDAD 
Y45;CAUSAS EXTERNAS DE MORBILIDAD 
Y46;CAUSAS EXTERNAS DE MORBILIDAD 
Y47;CAUSAS EXTERNAS DE MORBILIDAD 
Y48;CAUSAS EXTERNAS DE MORBILIDAD 
Y49;CAUSAS EXTERNAS DE MORBILIDAD 
Y50;CAUSAS EXTERNAS DE MORBILIDAD 
Y51;CAUSAS EXTERNAS DE MORBILIDAD 
Y52;CAUSAS EXTERNAS DE MORBILIDAD 
Y53;CAUSAS EXTERNAS DE MORBILIDAD 
Y54;CAUSAS EXTERNAS DE MORBILIDAD 
Y55;CAUSAS EXTERNAS DE MORBILIDAD 
Y56;CAUSAS EXTERNAS DE MORBILIDAD 
Y57;CAUSAS EXTERNAS DE MORBILIDAD 
Y58;CAUSAS EXTERNAS DE MORBILIDAD 
Y59;CAUSAS EXTERNAS DE MORBILIDAD 
Y60;CAUSAS EXTERNAS DE MORBILIDAD 
Y61;CAUSAS EXTERNAS DE MORBILIDAD 
Y62;CAUSAS EXTERNAS DE MORBILIDAD 
Y63;CAUSAS EXTERNAS DE MORBILIDAD 
Y64;CAUSAS EXTERNAS DE MORBILIDAD 
Y65;CAUSAS EXTERNAS DE MORBILIDAD 
Y66;CAUSAS EXTERNAS DE MORBILIDAD 
Y67;CAUSAS EXTERNAS DE MORBILIDAD 
Y68;CAUSAS EXTERNAS DE MORBILIDAD 
Y69;CAUSAS EXTERNAS DE MORBILIDAD 
Y70;CAUSAS EXTERNAS DE MORBILIDAD 
Y71;CAUSAS EXTERNAS DE MORBILIDAD 
Y72;CAUSAS EXTERNAS DE MORBILIDAD 
Y73;CAUSAS EXTERNAS DE MORBILIDAD 
Y74;CAUSAS EXTERNAS DE MORBILIDAD 
Y75;CAUSAS EXTERNAS DE MORBILIDAD 
Y76;CAUSAS EXTERNAS DE MORBILIDAD 
Y77;CAUSAS EXTERNAS DE MORBILIDAD 
Y78;CAUSAS EXTERNAS DE MORBILIDAD 
Y79;CAUSAS EXTERNAS DE MORBILIDAD 
Y80;CAUSAS EXTERNAS DE MORBILIDAD 
Y81;CAUSAS EXTERNAS DE MORBILIDAD 
Y82;CAUSAS EXTERNAS DE MORBILIDAD 
Y83;CAUSAS EXTERNAS DE MORBILIDAD 
Y84;CAUSAS EXTERNAS DE MORBILIDAD 
Y85;CAUSAS EXTERNAS DE MORBILIDAD 
Y86;CAUSAS EXTERNAS DE MORBILIDAD 
Y87;CAUSAS EXTERNAS DE MORBILIDAD 
Y88;CAUSAS EXTERNAS DE MORBILIDAD 
Y89;CAUSAS EXTERNAS DE MORBILIDAD 
Y90;CAUSAS EXTERNAS DE MORBILIDAD 
Y91;CAUSAS EXTERNAS DE MORBILIDAD 
Y92;CAUSAS EXTERNAS DE MORBILIDAD 
Y93;CAUSAS EXTERNAS DE MORBILIDAD 
Y94;CAUSAS EXTERNAS DE MORBILIDAD 
Y95;CAUSAS EXTERNAS DE MORBILIDAD 
Y96;CAUSAS EXTERNAS DE MORBILIDAD 
Y97;CAUSAS EXTERNAS DE MORBILIDAD 
Y98;CAUSAS EXTERNAS DE MORBILIDAD 
Y99;CAUSAS EXTERNAS DE MORBILIDAD 
Z00;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z01;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z02;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z03;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z04;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z05;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z06;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z07;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z08;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z09;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z10;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z11;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z12;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z13;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z14;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z15;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z16;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z17;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z18;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z19;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z20;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z21;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z22;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z23;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z24;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z25;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z26;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z27;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z28;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z29;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z30;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z31;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z32;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z33;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z34;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z35;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z36;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z37;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z38;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z39;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z40;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z41;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z42;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z43;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z44;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z45;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z46;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z47;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z48;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z49;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z50;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z51;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z52;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z53;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z54;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z55;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z56;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z57;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z58;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z59;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z60;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z61;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z62;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z63;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z64;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z65;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z66;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z67;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z68;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z69;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z70;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z71;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z72;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z73;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z74;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z75;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z76;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z77;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z78;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z79;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z80;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z81;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z82;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z83;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z84;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
Z85;FACTORES QUE INFLUYEN EN EL ESTADO DE SALUD Y CONTACTO CON LOS SERVICIOS SANITARIOS 
